
[Name]
center

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
-4.70076561e+00, 2.05419641e-02, 0.00000000e+00, 2.51556611e+00, 1.64886713e-01, -5.67850875e-05
-4.70076561e+00, 9.55440011e-03, 0.00000000e+00, 2.51556849e+00, 7.76865110e-02, -9.53637573e-06
-4.70076561e+00, -6.81751302e-16, 0.00000000e+00, 2.51556945e+00, 5.97749895e-04, 9.22397794e-06
-4.75083494e+00, 4.79810461e-02, 0.00000000e+00, 2.51623297e+00, 3.75546008e-01, -3.19881859e-04
-4.75083494e+00, 6.47871569e-02, 0.00000000e+00, 2.51622605e+00, 5.00712514e-01, -5.80641266e-04
-4.75083494e+00, 3.33670415e-02, 0.00000000e+00, 2.51623797e+00, 2.64285684e-01, -1.55769376e-04
-4.75083494e+00, 2.06592139e-02, 0.00000000e+00, 2.51624179e+00, 1.65507734e-01, -5.94289377e-05
-4.75083494e+00, 9.60893463e-03, 0.00000000e+00, 2.51624441e+00, 7.79807344e-02, -1.01342694e-05
-4.75083494e+00, -6.83795193e-16, 0.00000000e+00, 2.51624537e+00, 6.01218548e-04, 9.61346268e-06
-4.80090380e+00, 4.82533574e-02, 0.00000000e+00, 2.51690412e+00, 3.76943290e-01, -3.30854207e-04
-4.80090380e+00, 6.51548505e-02, 0.00000000e+00, 2.51689696e+00, 5.02588987e-01, -5.92549681e-04
-4.80090380e+00, 3.35564092e-02, 0.00000000e+00, 2.51690912e+00, 2.65261024e-01, -1.62469281e-04
-4.80090380e+00, 2.07764618e-02, 0.00000000e+00, 2.51691294e+00, 1.66115776e-01, -6.25227767e-05
-4.80090380e+00, 9.66346823e-03, 0.00000000e+00, 2.51691580e+00, 7.82667920e-02, -1.08747972e-05
-4.80090380e+00, -6.85839083e-16, 0.00000000e+00, 2.51691675e+00, 6.03388471e-04, 1.00538091e-05
-2.64793253e+00, 4.93441224e-02, 0.00000000e+00, 2.48206615e+00, 4.38234150e-01, -1.31529570e-03
-2.59786344e+00, 4.89764288e-02, 0.00000000e+00, 2.48080826e+00, 4.37471479e-01, -1.36698911e-03
-2.64793253e+00, 3.65440100e-02, 0.00000000e+00, 2.48206782e+00, 3.29344600e-01, -7.70842074e-04
-2.59786344e+00, 3.62716988e-02, 0.00000000e+00, 2.48080754e+00, 3.28955024e-01, -8.13784194e-04
-2.64793253e+00, 2.54134834e-02, 0.00000000e+00, 2.48207617e+00, 2.32265085e-01, -3.91254434e-04
-2.59786344e+00, 2.52241138e-02, 0.00000000e+00, 2.48081565e+00, 2.32101813e-01, -4.17499628e-04
-2.64793253e+00, 1.57347675e-02, 0.00000000e+00, 2.48208618e+00, 1.45776942e-01, -1.55628630e-04
-2.59786344e+00, 1.56175187e-02, 0.00000000e+00, 2.48082590e+00, 1.45740628e-01, -1.67882681e-04
-2.64793253e+00, 7.31849531e-03, 0.00000000e+00, 2.48209429e+00, 6.88648671e-02, -2.96547350e-05
-2.59786344e+00, 7.26396078e-03, 0.00000000e+00, 2.48083448e+00, 6.88832253e-02, -3.29554168e-05
-2.64793253e+00, -5.97951474e-16, 0.00000000e+00, 2.48209763e+00, 6.37483259e-04, 2.38520079e-05
-2.59786344e+00, -5.95907531e-16, 0.00000000e+00, 2.48083806e+00, 6.58534234e-04, 2.52808677e-05
-2.69800162e+00, 4.97118123e-02, 0.00000000e+00, 2.48326898e+00, 4.39040780e-01, -1.26675924e-03
-2.69800162e+00, 3.68163213e-02, 0.00000000e+00, 2.48327303e+00, 3.29807401e-01, -7.33491383e-04
-2.69800162e+00, 2.56028529e-02, 0.00000000e+00, 2.48328209e+00, 2.32501701e-01, -3.69361311e-04
-2.69800162e+00, 1.58520155e-02, 0.00000000e+00, 2.48329186e+00, 1.45871714e-01, -1.45916041e-04
-2.69800162e+00, 7.37302937e-03, 0.00000000e+00, 2.48329949e+00, 6.88807070e-02, -2.73595888e-05
-2.69800162e+00, -5.99995365e-16, 0.00000000e+00, 2.48330259e+00, 6.20604667e-04, 2.25455242e-05
-2.74807072e+00, 5.00795059e-02, 0.00000000e+00, 2.48442698e+00, 4.39903051e-01, -1.22637453e-03
-2.74807072e+00, 3.70886326e-02, 0.00000000e+00, 2.48443246e+00, 3.30337614e-01, -7.05052866e-04
-2.74807072e+00, 2.57922243e-02, 0.00000000e+00, 2.48444176e+00, 2.32800439e-01, -3.53523472e-04
-2.74807072e+00, 1.59692653e-02, 0.00000000e+00, 2.48445106e+00, 1.46014079e-01, -1.39382319e-04
-2.74807072e+00, 7.42756343e-03, 0.00000000e+00, 2.48445821e+00, 6.89237341e-02, -2.61711466e-05
-2.74807072e+00, -6.02039255e-16, 0.00000000e+00, 2.48446131e+00, 6.06698741e-04, 2.14641404e-05
-2.79813981e+00, 5.04471958e-02, 0.00000000e+00, 2.48554540e+00, 4.40819860e-01, -1.19096297e-03
-2.79813981e+00, 3.73609401e-02, 0.00000000e+00, 2.48555112e+00, 3.30924869e-01, -6.81609963e-04
-2.79813981e+00, 2.59815939e-02, 0.00000000e+00, 2.48556042e+00, 2.33148858e-01, -3.40764469e-04
-2.79813981e+00, 1.60865132e-02, 0.00000000e+00, 2.48556948e+00, 1.46193251e-01, -1.34177666e-04
-2.79813981e+00, 7.48209795e-03, 0.00000000e+00, 2.48557639e+00, 6.89871982e-02, -2.52384561e-05
-2.79813981e+00, -6.04083146e-16, 0.00000000e+00, 2.48557925e+00, 5.94772515e-04, 2.06019577e-05
-2.84820890e+00, 5.08148856e-02, 0.00000000e+00, 2.48662734e+00, 4.41789031e-01, -1.15779787e-03
-2.84820890e+00, 3.76332514e-02, 0.00000000e+00, 2.48663330e+00, 3.31563085e-01, -6.60432386e-04
-2.84820890e+00, 2.61709653e-02, 0.00000000e+00, 2.48664260e+00, 2.33540028e-01, -3.29360861e-04
-2.84820890e+00, 1.62037630e-02, 0.00000000e+00, 2.48665142e+00, 1.46403223e-01, -1.29486405e-04
-2.84820890e+00, 7.53663201e-03, 0.00000000e+00, 2.48665786e+00, 6.90673292e-02, -2.43300583e-05
-2.84820890e+00, -6.06127036e-16, 0.00000000e+00, 2.48666072e+00, 5.84267138e-04, 1.98715206e-05
-2.89827800e+00, 5.11825792e-02, 0.00000000e+00, 2.48767591e+00, 4.42810088e-01, -1.12656550e-03
-2.89827800e+00, 3.79055627e-02, 0.00000000e+00, 2.48768210e+00, 3.32248867e-01, -6.41054590e-04
-2.89827800e+00, 2.63603348e-02, 0.00000000e+00, 2.48769116e+00, 2.33969957e-01, -3.19075742e-04
-2.89827800e+00, 1.63210109e-02, 0.00000000e+00, 2.48769975e+00, 1.46640599e-01, -1.25296821e-04
-2.89827800e+00, 7.59116653e-03, 0.00000000e+00, 2.48770595e+00, 6.91620409e-02, -2.35337011e-05
-2.89827800e+00, -6.08170927e-16, 0.00000000e+00, 2.48770857e+00, 5.74865262e-04, 1.92141415e-05
-2.94834709e+00, 5.15502691e-02, 0.00000000e+00, 2.48869395e+00, 4.43880856e-01, -1.09678239e-03
-2.94834709e+00, 3.81778739e-02, 0.00000000e+00, 2.48870015e+00, 3.32978964e-01, -6.22751424e-04
-2.94834709e+00, 2.65497062e-02, 0.00000000e+00, 2.48870897e+00, 2.34435603e-01, -3.09389608e-04
-2.94834709e+00, 1.64382588e-02, 0.00000000e+00, 2.48871708e+00, 1.46902993e-01, -1.21342680e-04
-2.94834709e+00, 7.64570059e-03, 0.00000000e+00, 2.48872328e+00, 6.92699552e-02, -2.27681230e-05
-2.94834709e+00, -6.10214870e-16, 0.00000000e+00, 2.48872566e+00, 5.66393428e-04, 1.86030484e-05
-2.99841619e+00, 5.19179627e-02, 0.00000000e+00, 2.48968363e+00, 4.44998413e-01, -1.06785749e-03
-2.99841619e+00, 3.84501815e-02, 0.00000000e+00, 2.48968935e+00, 3.33751023e-01, -6.04875735e-04
-2.99841619e+00, 2.67390758e-02, 0.00000000e+00, 2.48969793e+00, 2.34935105e-01, -2.99837586e-04
-2.99841619e+00, 1.65555086e-02, 0.00000000e+00, 2.48970604e+00, 1.47189111e-01, -1.17364143e-04
-2.99841619e+00, 7.70023512e-03, 0.00000000e+00, 2.48971200e+00, 6.93903491e-02, -2.19365393e-05
-2.99841619e+00, -6.12258761e-16, 0.00000000e+00, 2.48971438e+00, 5.58800937e-04, 1.80224506e-05
-3.04848528e+00, 5.22856526e-02, 0.00000000e+00, 2.49064660e+00, 4.46160972e-01, -1.03936449e-03
-3.04848528e+00, 3.87224928e-02, 0.00000000e+00, 2.49065232e+00, 3.34563494e-01, -5.87129733e-04
-3.04848528e+00, 2.69284472e-02, 0.00000000e+00, 2.49066091e+00, 2.35467300e-01, -2.90298485e-04
-3.04848528e+00, 1.66727565e-02, 0.00000000e+00, 2.49066854e+00, 1.47498190e-01, -1.13328875e-04
-3.04848528e+00, 7.75476918e-03, 0.00000000e+00, 2.49067426e+00, 6.95228800e-02, -2.10365124e-05
-3.04848528e+00, -6.14302651e-16, 0.00000000e+00, 2.49067664e+00, 5.52086276e-04, 1.74677825e-05
-3.09855437e+00, 5.26533425e-02, 0.00000000e+00, 2.49158525e+00, 4.47366357e-01, -1.01235346e-03
-3.09855437e+00, 3.89948040e-02, 0.00000000e+00, 2.49159122e+00, 3.35414678e-01, -5.70456032e-04
-3.09855437e+00, 2.71178167e-02, 0.00000000e+00, 2.49159932e+00, 2.36030668e-01, -2.81515851e-04
-3.09855437e+00, 1.67900063e-02, 0.00000000e+00, 2.49160695e+00, 1.47829115e-01, -1.09710665e-04
-3.09855437e+00, 7.80930370e-03, 0.00000000e+00, 2.49161243e+00, 6.96669444e-02, -2.02862248e-05
-3.09855437e+00, -6.16346542e-16, 0.00000000e+00, 2.49161458e+00, 5.46193507e-04, 1.69404902e-05
-3.14862347e+00, 5.30210361e-02, 0.00000000e+00, 2.49250150e+00, 4.48613256e-01, -9.87238018e-04
-3.14862347e+00, 3.92671153e-02, 0.00000000e+00, 2.49250770e+00, 3.36301923e-01, -5.55243692e-04
-3.14862347e+00, 2.73071881e-02, 0.00000000e+00, 2.49251580e+00, 2.36622691e-01, -2.73632293e-04
-3.14862347e+00, 1.69072542e-02, 0.00000000e+00, 2.49252295e+00, 1.48179993e-01, -1.06529071e-04
-3.14862347e+00, 7.86383823e-03, 0.00000000e+00, 2.49252820e+00, 6.98214844e-02, -1.96711189e-05
-3.14862347e+00, -6.18390432e-16, 0.00000000e+00, 2.49253035e+00, 5.41012210e-04, 1.64518569e-05
-3.19869256e+00, 5.33887260e-02, 0.00000000e+00, 2.49339747e+00, 4.49898243e-01, -9.63598024e-04
-3.19869256e+00, 3.95394228e-02, 0.00000000e+00, 2.49340343e+00, 3.37222278e-01, -5.40908659e-04
-3.19869256e+00, 2.74965577e-02, 0.00000000e+00, 2.49341130e+00, 2.37240970e-01, -2.66153831e-04
-3.19869256e+00, 1.70245040e-02, 0.00000000e+00, 2.49341822e+00, 1.48549065e-01, -1.03463593e-04
-3.19869256e+00, 7.91837182e-03, 0.00000000e+00, 2.49342346e+00, 6.99855462e-02, -1.90409446e-05
-3.19869256e+00, -6.20434323e-16, 0.00000000e+00, 2.49342537e+00, 5.36468462e-04, 1.60024556e-05
-3.24876165e+00, 5.37564196e-02, 0.00000000e+00, 2.49427390e+00, 4.51219320e-01, -9.41099599e-04
-3.24876165e+00, 3.98117341e-02, 0.00000000e+00, 2.49427986e+00, 3.38173777e-01, -5.27259195e-04
-3.24876165e+00, 2.76859272e-02, 0.00000000e+00, 2.49428749e+00, 2.37883866e-01, -2.58999586e-04
-3.24876165e+00, 1.71417519e-02, 0.00000000e+00, 2.49429440e+00, 1.48935199e-01, -1.00496050e-04
-3.24876165e+00, 7.97290634e-03, 0.00000000e+00, 2.49429941e+00, 7.01585263e-02, -1.84008386e-05
-3.24876165e+00, -6.22478266e-16, 0.00000000e+00, 2.49430132e+00, 5.32520935e-04, 1.55857797e-05
-3.29883075e+00, 5.41241094e-02, 0.00000000e+00, 2.49513221e+00, 4.52574104e-01, -9.20287566e-04
-3.29883075e+00, 4.00840454e-02, 0.00000000e+00, 2.49513841e+00, 3.39154333e-01, -5.14876447e-04
-3.29883075e+00, 2.78752986e-02, 0.00000000e+00, 2.49514604e+00, 2.38549560e-01, -2.52641621e-04
-3.29883075e+00, 1.72589999e-02, 0.00000000e+00, 2.49515271e+00, 1.49337053e-01, -9.79436445e-05
-3.29883075e+00, 8.02744087e-03, 0.00000000e+00, 2.49515748e+00, 7.03397021e-02, -1.79085691e-05
-3.29883075e+00, -6.24522157e-16, 0.00000000e+00, 2.49515939e+00, 5.29094425e-04, 1.51957629e-05
-3.34889984e+00, 5.44917993e-02, 0.00000000e+00, 2.49597430e+00, 4.53960776e-01, -9.01387772e-04
-3.34889984e+00, 4.03563567e-02, 0.00000000e+00, 2.49598026e+00, 3.40161383e-01, -5.03786257e-04
-3.34889984e+00, 2.80646682e-02, 0.00000000e+00, 2.49598765e+00, 2.39235908e-01, -2.47032120e-04
-3.34889984e+00, 1.73762497e-02, 0.00000000e+00, 2.49599433e+00, 1.49753094e-01, -9.57570810e-05
-3.34889984e+00, 8.08197446e-03, 0.00000000e+00, 2.49599886e+00, 7.05282316e-02, -1.75422338e-05
-3.34889984e+00, -6.26566047e-16, 0.00000000e+00, 2.49600077e+00, 5.26107615e-04, 1.48283343e-05
-3.39896894e+00, 5.48594929e-02, 0.00000000e+00, 2.49680090e+00, 4.55375314e-01, -8.82879191e-04
-3.39896894e+00, 4.06286679e-02, 0.00000000e+00, 2.49680662e+00, 3.41192514e-01, -4.92540188e-04
-3.39896894e+00, 2.82540396e-02, 0.00000000e+00, 2.49681377e+00, 2.39941508e-01, -2.41145899e-04
-3.39896894e+00, 1.74934976e-02, 0.00000000e+00, 2.49682021e+00, 1.50182530e-01, -9.33255360e-05
-3.39896894e+00, 8.13650899e-03, 0.00000000e+00, 2.49682474e+00, 7.07237422e-02, -1.70320691e-05
-3.39896894e+00, -6.28609938e-16, 0.00000000e+00, 2.49682641e+00, 5.23579540e-04, 1.44759815e-05
-3.44903827e+00, 5.52271828e-02, 0.00000000e+00, 2.49761248e+00, 4.56816018e-01, -8.64054309e-04
-3.44903827e+00, 4.09009755e-02, 0.00000000e+00, 2.49761820e+00, 3.42247367e-01, -4.80724528e-04
-3.44903827e+00, 2.84434091e-02, 0.00000000e+00, 2.49762535e+00, 2.40666479e-01, -2.34805368e-04
-3.44903827e+00, 1.76107474e-02, 0.00000000e+00, 2.49763155e+00, 1.50625631e-01, -9.06024216e-05
-3.44903827e+00, 8.19104351e-03, 0.00000000e+00, 2.49763584e+00, 7.09264949e-02, -1.63790864e-05
-3.44903827e+00, -6.30653828e-16, 0.00000000e+00, 2.49763775e+00, 5.21594367e-04, 1.41294540e-05
-3.49910736e+00, 5.55948764e-02, 0.00000000e+00, 2.49841046e+00, 4.58281726e-01, -8.46350449e-04
-3.49910736e+00, 4.11732867e-02, 0.00000000e+00, 2.49841642e+00, 3.43325496e-01, -4.69833845e-04
-3.49910736e+00, 2.86327805e-02, 0.00000000e+00, 2.49842358e+00, 2.41410330e-01, -2.29118305e-04
-3.49910736e+00, 1.77279953e-02, 0.00000000e+00, 2.49842954e+00, 1.51082054e-01, -8.82692111e-05
-3.49910736e+00, 8.24557804e-03, 0.00000000e+00, 2.49843383e+00, 7.11363405e-02, -1.58918119e-05
-3.49910736e+00, -6.32697719e-16, 0.00000000e+00, 2.49843550e+00, 5.20141504e-04, 1.37933930e-05
-3.54917645e+00, 5.59625663e-02, 0.00000000e+00, 2.49919677e+00, 4.59772348e-01, -8.30934965e-04
-3.54917645e+00, 4.14455980e-02, 0.00000000e+00, 2.49920249e+00, 3.44424963e-01, -4.60665033e-04
-3.54917645e+00, 2.88221501e-02, 0.00000000e+00, 2.49920940e+00, 2.42171079e-01, -2.24431482e-04
-3.54917645e+00, 1.78452451e-02, 0.00000000e+00, 2.49921513e+00, 1.51550248e-01, -8.64057365e-05
-3.54917645e+00, 8.30011163e-03, 0.00000000e+00, 2.49921942e+00, 7.13523850e-02, -1.55540038e-05
-3.54917645e+00, -6.34741609e-16, 0.00000000e+00, 2.49922109e+00, 5.19122928e-04, 1.34926413e-05
-3.59924555e+00, 5.63302562e-02, 0.00000000e+00, 2.49997115e+00, 4.61285055e-01, -8.15809355e-04
-3.59924555e+00, 4.17179093e-02, 0.00000000e+00, 2.49997687e+00, 3.45543504e-01, -4.51446453e-04
-3.59924555e+00, 2.90115215e-02, 0.00000000e+00, 2.49998379e+00, 2.42946863e-01, -2.19570938e-04
-3.59924555e+00, 1.79624930e-02, 0.00000000e+00, 2.49998927e+00, 1.52028844e-01, -8.43276648e-05
-3.59924555e+00, 8.35464615e-03, 0.00000000e+00, 2.49999332e+00, 7.15738833e-02, -1.50464675e-05
-3.59924555e+00, -6.36785553e-16, 0.00000000e+00, 2.49999499e+00, 5.18492830e-04, 1.32364958e-05
-3.64931464e+00, 5.66979498e-02, 0.00000000e+00, 2.50073433e+00, 4.62818891e-01, -8.02159426e-04
-3.64931464e+00, 4.19902168e-02, 0.00000000e+00, 2.50074053e+00, 3.46680284e-01, -4.43456025e-04
-3.64931464e+00, 2.92008910e-02, 0.00000000e+00, 2.50074720e+00, 2.43736595e-01, -2.15533029e-04
-3.64931464e+00, 1.80797409e-02, 0.00000000e+00, 2.50075293e+00, 1.52516872e-01, -8.26946198e-05
-3.64931464e+00, 8.40918068e-03, 0.00000000e+00, 2.50075674e+00, 7.18002617e-02, -1.46939574e-05
-3.64931464e+00, -6.38829443e-16, 0.00000000e+00, 2.50075841e+00, 5.18170942e-04, 1.30144781e-05
-3.69938374e+00, 5.70656396e-02, 0.00000000e+00, 2.50148773e+00, 4.64374542e-01, -7.91500439e-04
-3.69938374e+00, 4.22625281e-02, 0.00000000e+00, 2.50149393e+00, 3.47833335e-01, -4.37934854e-04
-3.69938374e+00, 2.93902624e-02, 0.00000000e+00, 2.50150061e+00, 2.44537666e-01, -2.12997242e-04
-3.69938374e+00, 1.81969907e-02, 0.00000000e+00, 2.50150609e+00, 1.53012127e-01, -8.18070985e-05
-3.69938374e+00, 8.46371427e-03, 0.00000000e+00, 2.50150990e+00, 7.20301792e-02, -1.45955491e-05
-3.69938374e+00, -6.40873334e-16, 0.00000000e+00, 2.50151157e+00, 5.17953420e-04, 1.28436395e-05
-1.51641154e+00, 4.10345942e-02, 0.00000000e+00, 2.41996431e+00, 4.26625490e-01, -3.01370514e-03
-1.48649418e+00, 4.08148915e-02, 0.00000000e+00, 2.41706300e+00, 4.28588808e-01, -3.22827091e-03
-1.51641154e+00, 3.03900186e-02, 0.00000000e+00, 2.41997051e+00, 3.29434216e-01, -1.77568209e-03
-1.48649418e+00, 3.02273072e-02, 0.00000000e+00, 2.41707110e+00, 3.31129849e-01, -1.90488482e-03
-1.51641154e+00, 2.11338662e-02, 0.00000000e+00, 2.41998792e+00, 2.37967491e-01, -9.20130638e-04
-1.48649418e+00, 2.10207142e-02, 0.00000000e+00, 2.41709018e+00, 2.39331484e-01, -9.87952459e-04
-1.51641154e+00, 1.30850421e-02, 0.00000000e+00, 2.42001271e+00, 1.52665287e-01, -3.75249481e-04
-1.48649418e+00, 1.30149834e-02, 0.00000000e+00, 2.41711688e+00, 1.53631970e-01, -4.03194164e-04
-1.51641154e+00, 6.08606497e-03, 0.00000000e+00, 2.42003441e+00, 7.38567263e-02, -7.58271781e-05
-1.48649418e+00, 6.05347985e-03, 0.00000000e+00, 2.41714048e+00, 7.43753836e-02, -8.16104439e-05
-1.51641154e+00, -5.51761021e-16, 0.00000000e+00, 2.42004347e+00, 1.70417584e-03, 5.56952145e-05
-1.48649418e+00, -5.50539705e-16, 0.00000000e+00, 2.41715026e+00, 1.74640282e-03, 5.97670623e-05
-1.54632890e+00, 4.12542969e-02, 0.00000000e+00, 2.42276835e+00, 4.24918532e-01, -2.80096987e-03
-1.54632890e+00, 3.05527300e-02, 0.00000000e+00, 2.42277312e+00, 3.27963620e-01, -1.64736866e-03
-1.54632890e+00, 2.12470200e-02, 0.00000000e+00, 2.42278886e+00, 2.36782506e-01, -8.52744794e-04
-1.54632890e+00, 1.31550999e-02, 0.00000000e+00, 2.42281151e+00, 1.51822731e-01, -3.47502646e-04
-1.54632890e+00, 6.11865055e-03, 0.00000000e+00, 2.42283154e+00, 7.34028220e-02, -7.01079553e-05
-1.54632890e+00, -5.52982283e-16, 0.00000000e+00, 2.42283988e+00, 1.66614493e-03, 5.16378204e-05
-1.57624626e+00, 4.14740033e-02, 0.00000000e+00, 2.42548466e+00, 4.23463762e-01, -2.58968072e-03
-1.57624626e+00, 3.07154413e-02, 0.00000000e+00, 2.42548752e+00, 3.26714724e-01, -1.51982601e-03
-1.57624626e+00, 2.13601720e-02, 0.00000000e+00, 2.42550159e+00, 2.35774294e-01, -7.85737182e-04
-1.57624626e+00, 1.32251587e-02, 0.00000000e+00, 2.42552209e+00, 1.51102886e-01, -3.19907587e-04
-1.57624626e+00, 6.15123566e-03, 0.00000000e+00, 2.42554045e+00, 7.30130076e-02, -6.44224056e-05
-1.57624626e+00, -5.54203546e-16, 0.00000000e+00, 2.42554808e+00, 1.63228624e-03, 4.76016576e-05
-1.60616350e+00, 4.16937061e-02, 0.00000000e+00, 2.42812085e+00, 4.22256112e-01, -2.37844395e-03
-1.60616350e+00, 3.08781527e-02, 0.00000000e+00, 2.42812228e+00, 3.25684756e-01, -1.39220385e-03
-1.60616350e+00, 2.14733258e-02, 0.00000000e+00, 2.42813444e+00, 2.34941050e-01, -7.18685333e-04
-1.60616350e+00, 1.32952174e-02, 0.00000000e+00, 2.42815304e+00, 1.50504649e-01, -2.92279088e-04
-1.60616350e+00, 6.18382124e-03, 0.00000000e+00, 2.42816973e+00, 7.26867169e-02, -5.87051072e-05
-1.60616350e+00, -5.55424809e-16, 0.00000000e+00, 2.42817664e+00, 1.60274119e-03, 4.35800903e-05
-1.63608086e+00, 4.19134088e-02, 0.00000000e+00, 2.43068552e+00, 4.21292901e-01, -2.16762582e-03
-1.63608086e+00, 3.10408641e-02, 0.00000000e+00, 2.43068528e+00, 3.24871868e-01, -1.26487017e-03
-1.63608086e+00, 2.15864778e-02, 0.00000000e+00, 2.43069577e+00, 2.34281495e-01, -6.51841518e-04
-1.63608086e+00, 1.33652762e-02, 0.00000000e+00, 2.43071246e+00, 1.50027186e-01, -2.64779606e-04
-1.63608086e+00, 6.21640682e-03, 0.00000000e+00, 2.43072748e+00, 7.24235699e-02, -5.30503312e-05
-1.63608086e+00, -5.56646071e-16, 0.00000000e+00, 2.43073368e+00, 1.57752295e-03, 3.95551251e-05
-1.66599822e+00, 4.21331115e-02, 0.00000000e+00, 2.43318677e+00, 4.20571208e-01, -1.95700210e-03
-1.66599822e+00, 3.12035736e-02, 0.00000000e+00, 2.43318486e+00, 3.24273884e-01, -1.13752345e-03
-1.66599822e+00, 2.16996316e-02, 0.00000000e+00, 2.43319368e+00, 2.33794212e-01, -5.84920170e-04
-1.66599822e+00, 1.34353349e-02, 0.00000000e+00, 2.43320823e+00, 1.49669677e-01, -2.37197208e-04
-1.66599822e+00, 6.24899194e-03, 0.00000000e+00, 2.43322182e+00, 7.22231716e-02, -4.73465116e-05
-1.66599822e+00, -5.57867387e-16, 0.00000000e+00, 2.43322730e+00, 1.55645795e-03, 3.55334996e-05
-1.69591558e+00, 4.23528142e-02, 0.00000000e+00, 2.43563175e+00, 4.20087576e-01, -1.74652063e-03
-1.69591558e+00, 3.13662849e-02, 0.00000000e+00, 2.43562841e+00, 3.23888719e-01, -1.01020141e-03
-1.69591558e+00, 2.18127836e-02, 0.00000000e+00, 2.43563557e+00, 2.33477801e-01, -5.17947716e-04
-1.69591558e+00, 1.35053936e-02, 0.00000000e+00, 2.43564820e+00, 1.49431258e-01, -2.09513179e-04
-1.69591558e+00, 6.28157752e-03, 0.00000000e+00, 2.43566012e+00, 7.20851645e-02, -4.15504328e-05
-1.69591558e+00, -5.59088650e-16, 0.00000000e+00, 2.43566513e+00, 1.53958111e-03, 3.15404868e-05
-1.72583294e+00, 4.25725207e-02, 0.00000000e+00, 2.43802762e+00, 4.19839680e-01, -1.53840217e-03
-1.72583294e+00, 3.15289982e-02, 0.00000000e+00, 2.43802333e+00, 3.23713869e-01, -8.84857844e-04
-1.72583294e+00, 2.19259374e-02, 0.00000000e+00, 2.43802905e+00, 2.33329758e-01, -4.52167529e-04
-1.72583294e+00, 1.35754524e-02, 0.00000000e+00, 2.43804002e+00, 1.49310097e-01, -1.82338859e-04
-1.72583294e+00, 6.31416263e-03, 0.00000000e+00, 2.43805027e+00, 7.20086321e-02, -3.58501857e-05
-1.72583294e+00, -5.60309912e-16, 0.00000000e+00, 2.43805456e+00, 1.52687624e-03, 2.76315441e-05
-1.75575030e+00, 4.27922234e-02, 0.00000000e+00, 2.44038177e+00, 4.19824988e-01, -1.33620342e-03
-1.75575030e+00, 3.16917077e-02, 0.00000000e+00, 2.44037676e+00, 3.23744178e-01, -7.64384633e-04
-1.75575030e+00, 2.20390894e-02, 0.00000000e+00, 2.44038105e+00, 2.33344525e-01, -3.89270164e-04
-1.75575030e+00, 1.36455102e-02, 0.00000000e+00, 2.44039035e+00, 1.49301857e-01, -1.56361872e-04
-1.75575030e+00, 6.34674821e-03, 0.00000000e+00, 2.44039917e+00, 7.19912350e-02, -3.03530578e-05
-1.75575030e+00, -5.61531175e-16, 0.00000000e+00, 2.44040298e+00, 1.51821261e-03, 2.39292131e-05
-1.78566766e+00, 4.30119261e-02, 0.00000000e+00, 2.44270039e+00, 4.20039773e-01, -1.14417635e-03
-1.78566766e+00, 3.18544209e-02, 0.00000000e+00, 2.44269514e+00, 3.23971093e-01, -6.52449904e-04
-1.78566766e+00, 2.21522432e-02, 0.00000000e+00, 2.44269848e+00, 2.33511940e-01, -3.31409334e-04
-1.78566766e+00, 1.37155689e-02, 0.00000000e+00, 2.44270635e+00, 1.49398208e-01, -1.32313085e-04
-1.78566766e+00, 6.37933332e-03, 0.00000000e+00, 2.44271398e+00, 7.20283985e-02, -2.49977184e-05
-1.78566766e+00, -5.62752438e-16, 0.00000000e+00, 2.44271708e+00, 1.51331816e-03, 2.06746299e-05
-1.81558502e+00, 4.32316288e-02, 0.00000000e+00, 2.44498730e+00, 4.20482427e-01, -9.71690635e-04
-1.81558502e+00, 3.20171304e-02, 0.00000000e+00, 2.44498301e+00, 3.24381828e-01, -5.57227351e-04
-1.81558502e+00, 2.22653951e-02, 0.00000000e+00, 2.44498634e+00, 2.33813763e-01, -2.83482397e-04
-1.81558502e+00, 1.37856277e-02, 0.00000000e+00, 2.44499326e+00, 1.49583325e-01, -1.12084301e-04
-1.81558502e+00, 6.41191890e-03, 0.00000000e+00, 2.44499993e+00, 7.21110329e-02, -1.99053193e-05
-1.81558502e+00, -5.63973753e-16, 0.00000000e+00, 2.44500279e+00, 1.51146261e-03, 1.83293596e-05
-1.84550238e+00, 4.34513316e-02, 0.00000000e+00, 2.44724250e+00, 4.21160460e-01, -8.39803950e-04
-1.84550238e+00, 3.21798436e-02, 0.00000000e+00, 2.44724274e+00, 3.24955493e-01, -4.96267108e-04
-1.84550238e+00, 2.23785471e-02, 0.00000000e+00, 2.44724774e+00, 2.34216198e-01, -2.56233383e-04
-1.84550238e+00, 1.38556864e-02, 0.00000000e+00, 2.44725513e+00, 1.49826631e-01, -1.00596008e-04
-1.84550238e+00, 6.44450448e-03, 0.00000000e+00, 2.44726157e+00, 7.22209886e-02, -1.62267570e-05
-1.84550238e+00, -5.65195016e-16, 0.00000000e+00, 2.44726419e+00, 1.51055388e-03, 1.76072335e-05
-1.87541974e+00, 4.36710380e-02, 0.00000000e+00, 2.44946146e+00, 4.22086924e-01, -7.84791424e-04
