
[Name]
center

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Total Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
0.00000000e+00, 6.78730726e-01, 0.00000000e+00, 1.97176337e+00, 2.09024930e+00, 1.27462894e-02, -4.86630619e-01
-4.26259544e-03, 6.74468100e-01, 0.00000000e+00, 1.81075478e+00, 2.41414499e+00, 2.32206225e-01, -1.07371354e+00
-9.69119556e-03, 6.69039547e-01, 0.00000000e+00, 1.66738403e+00, 2.53538990e+00, 4.94646251e-01, -1.22120309e+00
-1.66083165e-02, 6.62122428e-01, 0.00000000e+00, 1.57942414e+00, 2.58272338e+00, 7.71749675e-01, -1.18785560e+00
0.00000000e+00, 6.97656393e-01, 0.00000000e+00, 2.31623411e+00, 2.32072115e+00, -2.96464153e-02, -8.99737626e-02
-4.26259544e-03, 6.93393767e-01, 0.00000000e+00, 2.25523067e+00, 2.40613890e+00, 5.74579500e-02, -5.46365619e-01
-9.66112968e-03, 6.87995255e-01, 0.00000000e+00, 2.16320395e+00, 2.55191135e+00, 2.08170652e-01, -8.56784523e-01
-1.65050589e-02, 6.81151330e-01, 0.00000000e+00, 2.05915451e+00, 2.63032651e+00, 4.22483951e-01, -9.81759250e-01
-2.51892377e-02, 6.72467113e-01, 0.00000000e+00, 1.95846832e+00, 2.67019916e+00, 6.71103418e-01, -9.86449063e-01
-3.62176485e-02, 6.61438704e-01, 0.00000000e+00, 1.89791119e+00, 2.74934196e+00, 9.15964663e-01, -9.29446280e-01
0.00000000e+00, 7.16656089e-01, 0.00000000e+00, 2.45974422e+00, 2.45996976e+00, -1.79693140e-02, -1.13032218e-02
-4.26259544e-03, 7.12393463e-01, 0.00000000e+00, 2.43311906e+00, 2.47207212e+00, 7.85011519e-03, -2.79005706e-01
-9.63094551e-03, 7.07025111e-01, 0.00000000e+00, 2.38872743e+00, 2.53232241e+00, 8.12646523e-02, -5.29704094e-01
-1.64013989e-02, 7.00254679e-01, 0.00000000e+00, 2.32637978e+00, 2.59505701e+00, 2.16116965e-01, -7.00462520e-01
-2.49513052e-02, 6.91704750e-01, 0.00000000e+00, 2.24522829e+00, 2.63911438e+00, 4.11417902e-01, -7.86452293e-01
-3.57614160e-02, 6.80894673e-01, 0.00000000e+00, 2.16104603e+00, 2.69496918e+00, 6.40696347e-01, -8.10773790e-01
0.00000000e+00, 7.35670805e-01, 0.00000000e+00, 2.51927090e+00, 2.51930594e+00, -8.15494545e-03, 1.92604645e-03
-4.26259544e-03, 7.31408179e-01, 0.00000000e+00, 2.50779176e+00, 2.51889467e+00, 1.18221925e-03, -1.49010465e-01
-9.60073806e-03, 7.26070046e-01, 0.00000000e+00, 2.48782063e+00, 2.53863573e+00, 3.71730886e-02, -3.16620559e-01
-1.62976570e-02, 7.19373107e-01, 0.00000000e+00, 2.45697379e+00, 2.57254434e+00, 1.15800083e-01, -4.66616780e-01
-2.47131865e-02, 7.10957587e-01, 0.00000000e+00, 2.41030264e+00, 2.60795045e+00, 2.48804599e-01, -5.77401221e-01
-3.53048220e-02, 7.00365961e-01, 0.00000000e+00, 2.34602237e+00, 2.64955902e+00, 4.32793230e-01, -6.47891462e-01
0.00000000e+00, 7.54683495e-01, 0.00000000e+00, 2.54430103e+00, 2.54431820e+00, -4.12842492e-03, 4.15752316e-03
-4.26259544e-03, 7.50420928e-01, 0.00000000e+00, 2.53940845e+00, 2.54258823e+00, 1.09158945e-03, -7.97381848e-02
-9.57053434e-03, 7.45112956e-01, 0.00000000e+00, 2.53060436e+00, 2.54773426e+00, 2.11489685e-02, -1.83882251e-01
-1.61939245e-02, 7.38489568e-01, 0.00000000e+00, 2.51655006e+00, 2.56249142e+00, 6.79075271e-02, -2.95417070e-01
-2.44750902e-02, 7.30208397e-01, 0.00000000e+00, 2.49362516e+00, 2.58502626e+00, 1.54164985e-01, -3.98792446e-01
-3.48482765e-02, 7.19835222e-01, 0.00000000e+00, 2.45552707e+00, 2.61573887e+00, 2.89715409e-01, -4.86300945e-01
-4.26259544e-03, 7.69383550e-01, 0.00000000e+00, 2.55200124e+00, 2.55279899e+00, 1.03005476e-03, -3.99349481e-02
-9.54040978e-03, 7.64105737e-01, 0.00000000e+00, 2.54826379e+00, 2.55347896e+00, 1.33662168e-02, -1.01250365e-01
-1.60904676e-02, 7.57555664e-01, 0.00000000e+00, 2.54223037e+00, 2.55879736e+00, 4.24817950e-02, -1.77000910e-01
-2.42376234e-02, 7.49408543e-01, 0.00000000e+00, 2.53199220e+00, 2.57063150e+00, 9.84379798e-02, -2.59978414e-01
-3.43929343e-02, 7.39253223e-01, 0.00000000e+00, 2.51219416e+00, 2.59028912e+00, 1.94657937e-01, -3.43945235e-01
-1.59873515e-02, 7.76558518e-01, 0.00000000e+00, 2.55217409e+00, 2.55728340e+00, 2.70356908e-02, -9.74054933e-02
-2.40009427e-02, 7.68544912e-01, 0.00000000e+00, 2.54806614e+00, 2.56261826e+00, 6.38133138e-02, -1.58215329e-01
-3.39391008e-02, 7.58606791e-01, 0.00000000e+00, 2.53876591e+00, 2.57365608e+00, 1.31138146e-01, -2.29310125e-01
-3.34865376e-02, 7.77906179e-01, 0.00000000e+00, 2.54968023e+00, 2.56347966e+00, 8.72130990e-02, -1.41395479e-01
0.00000000e+00, 7.73646116e-01, 0.00000000e+00, 2.55388927e+00, 2.55390167e+00, -2.40747770e-03, 4.37428011e-03
0.00000000e+00, 7.92545855e-01, 0.00000000e+00, 2.55633473e+00, 2.55634332e+00, -1.46562327e-03, 3.86529230e-03
-4.26259544e-03, 7.88283288e-01, 0.00000000e+00, 2.55585861e+00, 2.55599570e+00, 6.87213964e-04, -1.65422838e-02
-9.51038487e-03, 7.83035517e-01, 0.00000000e+00, 2.55449200e+00, 2.55576444e+00, 8.42464156e-03, -4.97388206e-02
0.00000000e+00, 8.11392725e-01, 0.00000000e+00, 2.55556035e+00, 2.55556536e+00, -8.60071508e-04, 3.06231249e-03
-4.26259544e-03, 8.07130098e-01, 0.00000000e+00, 2.55572701e+00, 2.55573177e+00, 3.02438886e-04, -3.11480928e-03
-9.48044378e-03, 8.01912248e-01, 0.00000000e+00, 2.55548382e+00, 2.55566025e+00, 4.91884537e-03, -1.81282312e-02
-1.58845261e-02, 7.95508206e-01, 0.00000000e+00, 2.55486512e+00, 2.55602264e+00, 1.66305266e-02, -4.51505594e-02
-2.37649251e-02, 7.87627816e-01, 0.00000000e+00, 2.55355287e+00, 2.55809307e+00, 4.07456309e-02, -8.61413106e-02
0.00000000e+00, 8.30200136e-01, 0.00000000e+00, 2.55357957e+00, 2.55358195e+00, -4.48362611e-04, 2.19325023e-03
-4.26259544e-03, 8.25937569e-01, 0.00000000e+00, 2.55399203e+00, 2.55400014e+00, 3.01664477e-05, 4.00079135e-03
-9.45056602e-03, 8.20749581e-01, 0.00000000e+00, 2.55425358e+00, 2.55425668e+00, 2.48938496e-03, 2.52916245e-04
-1.57819130e-02, 8.14418256e-01, 0.00000000e+00, 2.55438852e+00, 2.55450892e+00, 9.41389799e-03, -1.23269130e-02
-2.35294010e-02, 8.06670785e-01, 0.00000000e+00, 2.55428076e+00, 2.55527592e+00, 2.47483067e-02, -3.71192098e-02
-3.30349207e-02, 7.97165215e-01, 0.00000000e+00, 2.55298734e+00, 2.55749846e+00, 5.60343117e-02, -7.66961873e-02
0.00000000e+00, 8.48988056e-01, 0.00000000e+00, 2.55142593e+00, 2.55142689e+00, -1.76927526e-04, 1.40315748e-03
-4.26259544e-03, 8.44725430e-01, 0.00000000e+00, 2.55187702e+00, 2.55190206e+00, -1.23661390e-04, 7.06186146e-03
-9.42071900e-03, 8.39567304e-01, 0.00000000e+00, 2.55231905e+00, 2.55236673e+00, 8.95095873e-04, 9.71891358e-03
-1.56794097e-02, 8.33308637e-01, 0.00000000e+00, 2.55274844e+00, 2.55278015e+00, 4.47489694e-03, 6.60460442e-03
-2.32941210e-02, 8.25693905e-01, 0.00000000e+00, 2.55310869e+00, 2.55321693e+00, 1.34944599e-02, -5.84064238e-03
-3.25837731e-02, 8.16404283e-01, 0.00000000e+00, 2.55293298e+00, 2.55398989e+00, 3.35724428e-02, -3.14125679e-02
0.00000000e+00, 8.67771149e-01, 0.00000000e+00, 2.54958439e+00, 2.54958463e+00, -1.20607692e-05, 7.68529659e-04
-4.26259544e-03, 8.63508582e-01, 0.00000000e+00, 2.54997468e+00, 2.55000401e+00, -1.84122997e-04, 7.65676238e-03
-9.39087942e-03, 8.58380318e-01, 0.00000000e+00, 2.55042577e+00, 2.55051494e+00, -4.83999902e-05, 1.33587047e-02
-1.55769298e-02, 8.52194250e-01, 0.00000000e+00, 2.55092120e+00, 2.55104756e+00, 1.30137010e-03, 1.58463642e-02
-2.30589006e-02, 8.44712257e-01, 0.00000000e+00, 2.55141616e+00, 2.55150533e+00, 5.82189485e-03, 1.20123923e-02
-3.21327411e-02, 8.35638404e-01, 0.00000000e+00, 2.55165887e+00, 2.55181646e+00, 1.76338069e-02, -2.09785649e-03
0.00000000e+00, 8.86552393e-01, 0.00000000e+00, 2.54821181e+00, 2.54821181e+00, 7.57388916e-05, 3.13229189e-04
-4.26259544e-03, 8.82289827e-01, 0.00000000e+00, 2.54850912e+00, 2.54853272e+00, -1.86505582e-04, 6.88992720e-03
-9.36104264e-03, 8.77191365e-01, 0.00000000e+00, 2.54889250e+00, 2.54898286e+00, -5.25548123e-04, 1.34324450e-02
-1.54744620e-02, 8.71077955e-01, 0.00000000e+00, 2.54934454e+00, 2.54951859e+00, -5.30570978e-04, 1.86491720e-02
-2.28237044e-02, 8.63728702e-01, 0.00000000e+00, 2.54982567e+00, 2.55003119e+00, 9.75418137e-04, 2.02426538e-02
-3.16817537e-02, 8.54870677e-01, 0.00000000e+00, 2.55017781e+00, 2.55030870e+00, 6.83910167e-03, 1.46690439e-02
-9.33120586e-03, 8.96002412e-01, 0.00000000e+00, 2.54778838e+00, 2.54785538e+00, -7.16315699e-04, 1.15678534e-02
-1.53719932e-02, 8.89961660e-01, 0.00000000e+00, 2.54815578e+00, 2.54831076e+00, -1.44566852e-03, 1.75335966e-02
-2.25885082e-02, 8.82745147e-01, 0.00000000e+00, 2.54856491e+00, 2.54880595e+00, -1.77086028e-03, 2.18896605e-02
-3.12307682e-02, 8.74102890e-01, 0.00000000e+00, 2.54890347e+00, 2.54914570e+00, 1.05653467e-04, 2.20058188e-02
-2.23533120e-02, 9.01761591e-01, 0.00000000e+00, 2.54766083e+00, 2.54785728e+00, -3.09813838e-03, 1.95776336e-02
-3.07797808e-02, 8.93335104e-01, 0.00000000e+00, 2.54794335e+00, 2.54820848e+00, -3.67444009e-03, 2.27345824e-02
-5.34149110e-01, 9.48351502e-01, 0.00000000e+00, 2.54071259e+00, 2.54357648e+00, 7.20282570e-02, -2.32272241e-02
-5.37160814e-01, 9.62839186e-01, 0.00000000e+00, 2.54078436e+00, 2.54155493e+00, 3.71908322e-02, -1.25687066e-02
-5.31245947e-01, 9.34385896e-01, 0.00000000e+00, 2.53964734e+00, 2.54735088e+00, 1.19336791e-01, -3.41505297e-02
-5.22549391e-01, 9.43082452e-01, 0.00000000e+00, 2.54058027e+00, 2.54437184e+00, 7.98660368e-02, -3.47020142e-02
-5.24082541e-01, 9.58418131e-01, 0.00000000e+00, 2.54179597e+00, 2.54262304e+00, 3.57866436e-02, -1.93346143e-02
-5.28555691e-01, 9.21444297e-01, 0.00000000e+00, 2.53776503e+00, 2.55388498e+00, 1.74393266e-01, -4.27396446e-02
-5.21128654e-01, 9.28871334e-01, 0.00000000e+00, 2.53775024e+00, 2.54850888e+00, 1.39324546e-01, -4.58924323e-02
-5.14680266e-01, 9.35319722e-01, 0.00000000e+00, 2.53783488e+00, 2.54472542e+00, 1.07966498e-01, -4.60919775e-02
-5.15314639e-01, 9.50317204e-01, 0.00000000e+00, 2.54200411e+00, 2.54357553e+00, 4.70008627e-02, -3.05539928e-02
-5.09081542e-01, 9.40918446e-01, 0.00000000e+00, 2.53834033e+00, 2.54214716e+00, 7.69905373e-02, -4.10595015e-02
-5.09279668e-01, 9.56352174e-01, 0.00000000e+00, 2.54384017e+00, 2.54427886e+00, 2.12713163e-02, -2.06169337e-02
-3.78762186e-01, 9.45585012e-01, 0.00000000e+00, 2.53494287e+00, 2.53507710e+00, 1.56045835e-02, -4.97746514e-03
-3.78856510e-01, 9.28856492e-01, 0.00000000e+00, 2.53496432e+00, 2.53652477e+00, 5.56425564e-02, -4.97509260e-03
-3.71417046e-01, 9.21416998e-01, 0.00000000e+00, 2.53578281e+00, 2.53888893e+00, 7.83367530e-02, -8.69425852e-03
-3.71282935e-01, 9.38105762e-01, 0.00000000e+00, 2.53563976e+00, 2.53611541e+00, 3.03467140e-02, -5.51616447e-03
-3.85250747e-01, 9.52073574e-01, 0.00000000e+00, 2.53443575e+00, 2.53446627e+00, 5.76623715e-03, -5.24768792e-03
-3.85313004e-01, 9.35312986e-01, 0.00000000e+00, 2.53414321e+00, 2.53483081e+00, 3.69878113e-02, -2.70542246e-03
-3.90879869e-01, 9.57702696e-01, 0.00000000e+00, 2.53414655e+00, 2.53416109e+00, 1.98453636e-04, -5.37922047e-03
-3.90916437e-01, 9.40916419e-01, 0.00000000e+00, 2.53330421e+00, 2.53354359e+00, 2.18412727e-02, -1.44614186e-03
-5.11094332e-01, 9.21441257e-01, 0.00000000e+00, 2.53449392e+00, 2.55047512e+00, 1.73173934e-01, -4.44232523e-02
-5.05318522e-01, 9.28869665e-01, 0.00000000e+00, 2.53342056e+00, 2.54387522e+00, 1.38631150e-01, -4.11200039e-02
-5.00303924e-01, 9.35318947e-01, 0.00000000e+00, 2.53201079e+00, 2.53819275e+00, 1.05860233e-01, -3.40230726e-02
-4.95950311e-01, 9.40918207e-01, 0.00000000e+00, 2.53052044e+00, 2.53340364e+00, 7.23839030e-02, -2.29582693e-02
-4.93633389e-01, 9.21438217e-01, 0.00000000e+00, 2.53104401e+00, 2.54601002e+00, 1.69356704e-01, -3.53552178e-02
-4.89508867e-01, 9.28868055e-01, 0.00000000e+00, 2.52969527e+00, 2.53878832e+00, 1.32165954e-01, -2.68000960e-02
-4.85928148e-01, 9.35318232e-01, 0.00000000e+00, 2.52827978e+00, 2.53301787e+00, 9.58743468e-02, -1.68605410e-02
-4.82819498e-01, 9.40918028e-01, 0.00000000e+00, 2.52692795e+00, 2.52877378e+00, 6.02764599e-02, -7.64918514e-03
-4.76172805e-01, 9.21435237e-01, 0.00000000e+00, 2.52937961e+00, 2.54206014e+00, 1.57510564e-01, -2.34822500e-02
-4.73699778e-01, 9.28866386e-01, 0.00000000e+00, 2.52856159e+00, 2.53559446e+00, 1.17694020e-01, -1.46247242e-02
-4.71552908e-01, 9.35317457e-01, 0.00000000e+00, 2.52783918e+00, 2.53111100e+00, 8.05881470e-02, -7.00168684e-03
-4.69689161e-01, 9.40917790e-01, 0.00000000e+00, 2.52722120e+00, 2.52834678e+00, 4.74084616e-02, -1.81740988e-03
-4.58712578e-01, 9.21432197e-01, 0.00000000e+00, 2.52965426e+00, 2.53970504e+00, 1.40901551e-01, -1.57513153e-02
-4.57891226e-01, 9.28864717e-01, 0.00000000e+00, 2.52925634e+00, 2.53448153e+00, 1.01849064e-01, -8.80454760e-03
-4.57178205e-01, 9.35316741e-01, 0.00000000e+00, 2.52892590e+00, 2.53122759e+00, 6.77411705e-02, -3.79240559e-03
-4.56559271e-01, 9.40917552e-01, 0.00000000e+00, 2.52865219e+00, 2.52942014e+00, 3.91850881e-02, -8.82091350e-04
-4.41252738e-01, 9.21429157e-01, 0.00000000e+00, 2.53076077e+00, 2.53865767e+00, 1.25105947e-01, -1.19283702e-02
-4.42083210e-01, 9.28863108e-01, 0.00000000e+00, 2.53045011e+00, 2.53445411e+00, 8.92457068e-02, -6.59506582e-03
-4.42804068e-01, 9.35315967e-01, 0.00000000e+00, 2.53018856e+00, 2.53194308e+00, 5.91583475e-02, -3.04394308e-03
-4.43429798e-01, 9.40917313e-01, 0.00000000e+00, 2.52997088e+00, 2.53056741e+00, 3.45242135e-02, -1.02148764e-03
-4.23793256e-01, 9.21426117e-01, 0.00000000e+00, 2.53203511e+00, 2.53834319e+00, 1.11893885e-01, -9.79616866e-03
-4.26275730e-01, 9.28861439e-01, 0.00000000e+00, 2.53164387e+00, 2.53483582e+00, 7.97187611e-02, -5.35137160e-03
-4.28430468e-01, 9.35315251e-01, 0.00000000e+00, 2.53131318e+00, 2.53272963e+00, 5.31660654e-02, -2.50952505e-03
-4.30300802e-01, 9.40917075e-01, 0.00000000e+00, 2.53103971e+00, 2.53153419e+00, 3.14385667e-02, -9.14921868e-04
-4.06334162e-01, 9.21423078e-01, 0.00000000e+00, 2.53335977e+00, 2.53843164e+00, 1.00374833e-01, -8.28263909e-03
-4.10468787e-01, 9.28859770e-01, 0.00000000e+00, 2.53282070e+00, 2.53539586e+00, 7.16432258e-02, -4.16596420e-03
-4.14057434e-01, 9.35314476e-01, 0.00000000e+00, 2.53234291e+00, 2.53350306e+00, 4.81413044e-02, -1.60895626e-03
-4.17172223e-01, 9.40916896e-01, 0.00000000e+00, 2.53193498e+00, 2.53235269e+00, 2.89035179e-02, -2.79036583e-04
-3.88875425e-01, 9.21420038e-01, 0.00000000e+00, 2.53467512e+00, 2.53870034e+00, 8.93967599e-02, -7.63898529e-03
-3.94662380e-01, 9.28858161e-01, 0.00000000e+00, 2.53395438e+00, 2.53599095e+00, 6.37201443e-02, -3.59564181e-03
-3.99684936e-01, 9.35313761e-01, 0.00000000e+00, 2.53326035e+00, 2.53417754e+00, 4.28157523e-02, -1.06937368e-03
-4.04044122e-01, 9.40916657e-01, 0.00000000e+00, 2.53260732e+00, 2.53294158e+00, 2.58473214e-02, 2.55467196e-04
-2.98778061e-02, 9.31799531e-01, 0.00000000e+00, 2.54689002e+00, 2.54701066e+00, -5.66528505e-03, 1.44559313e-02
-2.94258036e-02, 9.51075017e-01, 0.00000000e+00, 2.54670000e+00, 2.54675245e+00, -5.11595933e-03, 8.85674544e-03
-2.18829196e-02, 9.39794421e-01, 0.00000000e+00, 2.54673409e+00, 2.54679155e+00, -3.30751203e-03, 1.02019813e-02
-2.16471944e-02, 9.58853602e-01, 0.00000000e+00, 2.54660559e+00, 2.54662442e+00, -2.75527500e-03, 5.49010281e-03
-3.03287935e-02, 9.12567317e-01, 0.00000000e+00, 2.54728746e+00, 2.54749370e+00, -5.35145681e-03, 1.95879489e-02
-2.21181158e-02, 9.20777977e-01, 0.00000000e+00, 2.54707026e+00, 2.54719257e+00, -3.48855974e-03, 1.52341407e-02
-1.51670557e-02, 9.27729070e-01, 0.00000000e+00, 2.54684067e+00, 2.54689550e+00, -1.80019834e-03, 1.03273224e-02
-1.50645878e-02, 9.46612775e-01, 0.00000000e+00, 2.54658628e+00, 2.54660726e+00, -1.60417426e-03, 6.29816111e-03
-9.27153323e-03, 9.33624566e-01, 0.00000000e+00, 2.54665303e+00, 2.54667091e+00, -6.99053053e-04, 5.92584070e-03
-9.24169645e-03, 9.52435672e-01, 0.00000000e+00, 2.54647875e+00, 2.54648423e+00, -5.98591811e-04, 3.24100815e-03
-4.26259544e-03, 9.38633502e-01, 0.00000000e+00, 2.54652309e+00, 2.54652596e+00, -1.23270220e-04, 2.39595352e-03
-4.26259544e-03, 9.57414746e-01, 0.00000000e+00, 2.54641819e+00, 2.54641867e+00, -1.02580962e-04, 1.09323231e-03
-1.52695244e-02, 9.08845365e-01, 0.00000000e+00, 2.54734206e+00, 2.54744649e+00, -1.79651054e-03, 1.43452194e-02
-9.30137001e-03, 9.14813519e-01, 0.00000000e+00, 2.54706717e+00, 2.54710650e+00, -7.51988729e-04, 8.84306058e-03
-4.26259544e-03, 9.19852257e-01, 0.00000000e+00, 2.54685998e+00, 2.54686785e+00, -1.45243437e-04, 3.91752180e-03
0.00000000e+00, 9.24114883e-01, 0.00000000e+00, 2.54673171e+00, 2.54673171e+00, 1.19125849e-04, -1.53172310e-04
0.00000000e+00, 9.42896128e-01, 0.00000000e+00, 2.54645801e+00, 2.54645801e+00, 1.09713961e-04, -2.42684182e-04
-4.26259544e-03, 9.01071072e-01, 0.00000000e+00, 2.54749441e+00, 2.54750967e+00, -1.67265971e-04, 5.49753662e-03
0.00000000e+00, 9.05333638e-01, 0.00000000e+00, 2.54728866e+00, 2.54728866e+00, 1.12214693e-04, 1.97385416e-05
-3.71148854e-01, 9.54789758e-01, 0.00000000e+00, 2.53579402e+00, 2.53581762e+00, 4.24464280e-03, -5.36969583e-03
-2.89575774e-02, 9.71042395e-01, 0.00000000e+00, 2.54664612e+00, 2.54666114e+00, -3.82655347e-03, 3.89471650e-03
-4.60325368e-02, 9.71041203e-01, 0.00000000e+00, 2.54658270e+00, 2.54662180e+00, -7.74486829e-03, 4.26859362e-03
-2.14030072e-02, 9.78596985e-01, 0.00000000e+00, 2.54663253e+00, 2.54663563e+00, -1.72663783e-03, 1.84414466e-03
-3.92325111e-02, 9.78595972e-01, 0.00000000e+00, 2.54665112e+00, 2.54666615e+00, -4.87737637e-03, 2.51023704e-03
-1.48555031e-02, 9.85144496e-01, 0.00000000e+00, 2.54662561e+00, 2.54662585e+00, -5.01394039e-04, 5.63382520e-04
-3.33388932e-02, 9.85143661e-01, 0.00000000e+00, 2.54669929e+00, 2.54670358e+00, -2.68465374e-03, 1.25082396e-03
-9.18081589e-03, 9.90819156e-01, 0.00000000e+00, 2.54662728e+00, 2.54662728e+00, 6.13745142e-05, -5.34420578e-05
-2.82308646e-02, 9.90818620e-01, 0.00000000e+00, 2.54673362e+00, 2.54673457e+00, -1.17611559e-03, 4.74281318e-04
-4.26259544e-03, 9.95737433e-01, 0.00000000e+00, 2.54663277e+00, 2.54663277e+00, 1.98338501e-04, -2.10917729e-04
-2.38037147e-02, 9.95737135e-01, 0.00000000e+00, 2.54674911e+00, 2.54674911e+00, -2.62870250e-04, 7.74414948e-05
0.00000000e+00, 1.00000000e+00, 0.00000000e+00, 2.54663801e+00, 2.54663801e+00, 9.82544152e-05, -1.05298939e-04
-1.99666806e-02, 1.00000000e+00, 0.00000000e+00, 2.54673767e+00, 2.54673767e+00, 1.78358023e-04, -7.77310488e-05
-6.30939007e-02, 9.71040010e-01, 0.00000000e+00, 2.54640603e+00, 2.54648209e+00, -1.16894990e-02, 3.98427481e-03
-5.70477918e-02, 9.78594899e-01, 0.00000000e+00, 2.54651713e+00, 2.54655576e+00, -8.44240841e-03, 2.49652611e-03
-5.18075414e-02, 9.85142827e-01, 0.00000000e+00, 2.54661322e+00, 2.54662967e+00, -5.54368319e-03, 1.35652092e-03
-4.72657382e-02, 9.90818024e-01, 0.00000000e+00, 2.54669523e+00, 2.54670024e+00, -3.13501293e-03, 5.89774572e-04
-4.33292873e-02, 9.95736837e-01, 0.00000000e+00, 2.54675484e+00, 2.54675555e+00, -1.24719343e-03, 1.45036815e-04
-3.99175063e-02, 1.00000000e+00, 0.00000000e+00, 2.54678082e+00, 2.54678106e+00, 1.50573600e-04, -7.37915980e-05
-8.01450759e-02, 9.71038818e-01, 0.00000000e+00, 2.54610181e+00, 2.54622316e+00, -1.52523201e-02, 3.12394858e-03
-7.48524219e-02, 9.78593886e-01, 0.00000000e+00, 2.54623532e+00, 2.54630685e+00, -1.17806951e-02, 2.03808770e-03
-7.02651516e-02, 9.85142052e-01, 0.00000000e+00, 2.54635644e+00, 2.54639220e+00, -8.36596359e-03, 1.14201242e-03
-6.62892461e-02, 9.90817487e-01, 0.00000000e+00, 2.54646659e+00, 2.54648018e+00, -5.20248478e-03, 5.07556135e-04
-6.28432259e-02, 9.95736539e-01, 0.00000000e+00, 2.54655671e+00, 2.54655957e+00, -2.38917908e-03, 1.26085128e-04
-5.98564781e-02, 1.00000000e+00, 0.00000000e+00, 2.54661369e+00, 2.54661369e+00, 3.80329257e-05, -6.45615364e-05
-9.71875191e-02, 9.71037626e-01, 0.00000000e+00, 2.54572392e+00, 2.54588389e+00, -1.77560896e-02, 2.09720246e-03
-9.26479250e-02, 9.78592873e-01, 0.00000000e+00, 2.54585457e+00, 2.54595804e+00, -1.43174920e-02, 1.41925039e-03
-8.87132958e-02, 9.85141218e-01, 0.00000000e+00, 2.54597497e+00, 2.54603148e+00, -1.06082316e-02, 8.12907296e-04
-8.53030086e-02, 9.90816891e-01, 0.00000000e+00, 2.54608655e+00, 2.54611039e+00, -6.90497970e-03, 3.64668085e-04
-8.23471993e-02, 9.95736241e-01, 0.00000000e+00, 2.54618216e+00, 2.54618788e+00, -3.36738862e-03, 8.92198877e-05
-7.97852874e-02, 1.00000000e+00, 0.00000000e+00, 2.54625082e+00, 2.54625082e+00, -8.46043986e-05, -4.80586787e-05
-1.14225790e-01, 9.71036434e-01, 0.00000000e+00, 2.54529643e+00, 2.54548168e+00, -1.92164239e-02, 1.12159364e-03
-1.10439047e-01, 9.78591800e-01, 0.00000000e+00, 2.54541087e+00, 2.54553771e+00, -1.59128103e-02, 7.98932568e-04
-1.07156903e-01, 9.85140383e-01, 0.00000000e+00, 2.54551578e+00, 2.54558873e+00, -1.20783169e-02, 4.69696737e-04
-1.04312114e-01, 9.90816355e-01, 0.00000000e+00, 2.54561210e+00, 2.54564452e+00, -8.05022940e-03, 2.12447383e-04
-1.01846412e-01, 9.95735943e-01, 0.00000000e+00, 2.54569602e+00, 2.54570413e+00, -4.03903332e-03, 5.06758297e-05
-9.97092649e-02, 1.00000000e+00, 0.00000000e+00, 2.54576087e+00, 2.54576087e+00, -1.76464178e-04, -2.93188605e-05
-1.31260976e-01, 9.71035242e-01, 0.00000000e+00, 2.54484367e+00, 2.54504013e+00, -1.98134091e-02, 3.78401484e-04
-1.28226921e-01, 9.78590786e-01, 0.00000000e+00, 2.54493380e+00, 2.54507279e+00, -1.66791324e-02, 3.09490337e-04
-1.25597149e-01, 9.85139549e-01, 0.00000000e+00, 2.54501605e+00, 2.54509830e+00, -1.28344363e-02, 1.91295534e-04
-1.23317771e-01, 9.90815759e-01, 0.00000000e+00, 2.54509044e+00, 2.54512787e+00, -8.65904056e-03, 8.64256726e-05
-1.21342100e-01, 9.95735645e-01, 0.00000000e+00, 2.54515529e+00, 2.54516506e+00, -4.40248521e-03, 1.83183984e-05
-1.19629681e-01, 1.00000000e+00, 0.00000000e+00, 2.54520822e+00, 2.54520822e+00, -2.28273217e-04, -1.37400639e-05
-1.48297340e-01, 9.71034050e-01, 0.00000000e+00, 2.54438090e+00, 2.54457688e+00, -1.97997261e-02, -7.00060409e-05
-1.46016032e-01, 9.78589714e-01, 0.00000000e+00, 2.54444313e+00, 2.54458499e+00, -1.68517381e-02, 1.46114944e-05
-1.44038662e-01, 9.85138714e-01, 0.00000000e+00, 2.54450059e+00, 2.54458594e+00, -1.30726062e-02, 2.44107614e-05
-1.42324746e-01, 9.90815222e-01, 0.00000000e+00, 2.54455209e+00, 2.54459143e+00, -8.87509715e-03, 1.20709301e-05
-1.40839174e-01, 9.95735347e-01, 0.00000000e+00, 2.54459739e+00, 2.54460764e+00, -4.53853421e-03, 4.03598847e-07
-1.39551535e-01, 1.00000000e+00, 0.00000000e+00, 2.54463601e+00, 2.54463601e+00, -2.49396835e-04, -3.77687320e-06
-1.65336668e-01, 9.71032858e-01, 0.00000000e+00, 2.54390907e+00, 2.54409766e+00, -1.94144100e-02, -2.83314905e-04
-1.63808197e-01, 9.78588700e-01, 0.00000000e+00, 2.54394317e+00, 2.54408240e+00, -1.66800395e-02, -1.14350842e-04
-1.62483364e-01, 9.85137939e-01, 0.00000000e+00, 2.54397655e+00, 2.54406142e+00, -1.30198942e-02, -4.20542383e-05
